pickup_location,dropoff_location,order_time,dispatch_time,estimated_delivery_time,actual_delivery_time,delivery_distance_km,num_items,traffic_level,vehicle_type
Dublin 4,Dublin 1,21-01-2024 01:02,21-01-2024 01:05,21-01-2024 01:22,21-01-2024 01:23,4.24,2,High,Van
Dublin 6,Dublin 4,22-01-2024 00:49,22-01-2024 01:00,22-01-2024 01:07,22-01-2024 01:08,3.47,4,Medium,Van
Dublin 11,Dublin 12,13-02-2024 15:31,13-02-2024 15:41,13-02-2024 16:03,13-02-2024 16:03,8.46,3,High,Bike
Dublin 14,Dublin 9,19-01-2024 22:44,19-01-2024 22:58,19-01-2024 23:21,19-01-2024 23:16,8.61,1,Low,Car
Dublin 14,Dublin 8,15-01-2024 13:14,15-01-2024 13:21,15-01-2024 13:34,15-01-2024 13:34,5.17,2,Medium,Car
Dublin 14,Dublin 1,14-02-2024 15:14,14-02-2024 15:22,14-02-2024 15:34,14-02-2024 15:34,5.67,2,Medium,Van
Dublin 11,Dublin 9,18-02-2024 13:03,18-02-2024 13:09,18-02-2024 13:23,18-02-2024 13:26,5.2,3,Medium,Bike
Dublin 8,Dublin 9,09-01-2024 07:42,09-01-2024 07:55,09-01-2024 08:12,09-01-2024 08:12,5.14,5,Medium,Bike
Dublin 15,Dublin 6,25-01-2024 11:41,25-01-2024 11:48,25-01-2024 12:27,25-01-2024 12:23,11.16,3,Medium,Car
Dublin 14,Dublin 9,09-01-2024 15:13,09-01-2024 15:20,09-01-2024 15:48,09-01-2024 15:44,8.41,3,Medium,Car
Dublin 6,Dublin 9,11-01-2024 03:38,11-01-2024 03:40,11-01-2024 03:58,11-01-2024 03:57,6.73,1,Medium,Bike
Dublin 8,Dublin 2,26-01-2024 05:59,26-01-2024 06:04,26-01-2024 06:08,26-01-2024 06:07,1.41,3,Medium,Car
Dublin 8,Dublin 12,07-02-2024 10:23,07-02-2024 10:36,07-02-2024 10:45,07-02-2024 10:45,4.26,2,Low,Car
Dublin 1,Dublin 6,07-01-2024 11:02,07-01-2024 11:11,07-01-2024 11:18,07-01-2024 11:19,3.44,4,Medium,Van
Dublin 4,Dublin 12,14-02-2024 14:40,14-02-2024 14:54,14-02-2024 15:13,14-02-2024 15:09,7.03,3,Medium,Bike
Dublin 11,Dublin 14,16-02-2024 08:19,16-02-2024 08:32,16-02-2024 09:03,16-02-2024 09:00,11.14,2,Medium,Car
Dublin 8,Dublin 4,02-01-2024 04:00,02-01-2024 04:06,02-01-2024 04:20,02-01-2024 04:21,3.68,4,Medium,Van
Dublin 9,Dublin 12,19-02-2024 00:41,19-02-2024 00:46,19-02-2024 01:12,19-02-2024 01:13,7.6,4,Medium,Bike
Dublin 6,Dublin 8,07-02-2024 09:01,07-02-2024 09:07,07-02-2024 09:11,07-02-2024 09:11,2.42,4,Low,Van
Dublin 2,Dublin 9,22-01-2024 12:22,22-01-2024 12:24,22-01-2024 12:36,22-01-2024 12:36,5.03,5,Low,Bike
Dublin 6,Dublin 14,12-01-2024 17:50,12-01-2024 18:01,12-01-2024 18:07,12-01-2024 18:08,2.51,6,Medium,Car
Dublin 1,Dublin 14,09-02-2024 11:43,09-02-2024 11:54,09-02-2024 12:10,09-02-2024 12:12,5.48,3,Medium,Bike
Dublin 8,Dublin 11,07-02-2024 15:21,07-02-2024 15:34,07-02-2024 15:44,07-02-2024 15:46,6.08,4,Low,Car
Dublin 9,Dublin 15,22-01-2024 21:34,22-01-2024 21:44,22-01-2024 22:19,22-01-2024 22:19,9.31,1,Medium,Van
Dublin 9,Dublin 4,18-01-2024 01:54,18-01-2024 02:01,18-01-2024 02:14,18-01-2024 02:15,5.92,4,Medium,Bike
Dublin 11,Dublin 9,31-01-2024 19:29,31-01-2024 19:32,31-01-2024 19:40,31-01-2024 19:40,4.18,3,Medium,Car
Dublin 12,Dublin 14,11-02-2024 12:08,11-02-2024 12:21,11-02-2024 12:44,11-02-2024 12:44,5.42,1,High,Bike
Dublin 11,Dublin 14,23-01-2024 00:58,23-01-2024 01:01,23-01-2024 01:17,23-01-2024 01:17,9.75,1,Low,Bike
Dublin 12,Dublin 2,08-01-2024 20:18,08-01-2024 20:22,08-01-2024 20:36,08-01-2024 20:33,5.25,0,Medium,Bike
Dublin 2,Dublin 8,25-02-2024 00:22,25-02-2024 00:31,25-02-2024 00:33,25-02-2024 00:33,1.3,1,Low,Van
Dublin 8,Dublin 12,30-01-2024 00:13,30-01-2024 00:27,30-01-2024 00:43,30-01-2024 00:41,4.18,3,High,Car
Dublin 6,Dublin 8,29-02-2024 01:26,29-02-2024 01:30,29-02-2024 01:36,29-02-2024 01:36,2.4,7,Low,Van
Dublin 2,Dublin 6,12-01-2024 22:17,12-01-2024 22:28,12-01-2024 22:38,12-01-2024 22:40,2.68,4,Medium,Car
Dublin 6,Dublin 11,05-02-2024 20:27,05-02-2024 20:37,05-02-2024 20:55,05-02-2024 20:52,7.04,4,High,Car
Dublin 6,Dublin 9,23-02-2024 19:40,23-02-2024 19:49,23-02-2024 20:06,23-02-2024 20:04,6.53,0,Medium,Bike
Dublin 14,Dublin 12,20-01-2024 02:42,20-01-2024 02:45,20-01-2024 02:59,20-01-2024 02:58,6.21,2,Medium,Van
Dublin 14,Dublin 8,31-01-2024 19:36,31-01-2024 19:43,31-01-2024 19:58,31-01-2024 19:59,5.37,3,Low,Car
Dublin 12,Dublin 1,27-02-2024 05:36,27-02-2024 05:39,27-02-2024 05:52,27-02-2024 05:53,5.69,3,Low,Van
Dublin 14,Dublin 8,01-02-2024 23:32,01-02-2024 23:42,01-02-2024 23:55,01-02-2024 23:54,5.32,4,Medium,Bike
Dublin 1,Dublin 11,06-02-2024 16:08,06-02-2024 16:23,06-02-2024 16:41,06-02-2024 16:44,5.51,2,High,Car
Dublin 6,Dublin 1,08-02-2024 06:14,08-02-2024 06:17,08-02-2024 06:32,08-02-2024 06:33,4.29,7,High,Car
Dublin 9,Dublin 14,18-02-2024 17:59,18-02-2024 18:14,18-02-2024 18:37,18-02-2024 18:36,9.05,2,Medium,Bike
Dublin 8,Dublin 11,23-01-2024 09:47,23-01-2024 09:49,23-01-2024 10:02,23-01-2024 10:01,6.64,3,Low,Bike
Dublin 4,Dublin 1,23-02-2024 01:19,23-02-2024 01:22,23-02-2024 01:32,23-02-2024 01:31,3.87,2,Medium,Car
Dublin 1,Dublin 15,17-02-2024 06:30,17-02-2024 06:32,17-02-2024 07:06,17-02-2024 06:59,10.09,1,Medium,Bike
Dublin 2,Dublin 9,01-03-2024 00:40,01-03-2024 00:42,01-03-2024 00:59,01-03-2024 00:57,5.42,2,High,Car
Dublin 2,Dublin 6,05-02-2024 05:17,05-02-2024 05:26,05-02-2024 05:32,05-02-2024 05:32,2.54,2,Low,Van
Dublin 11,Dublin 9,16-01-2024 08:49,16-01-2024 08:53,16-01-2024 09:09,16-01-2024 09:09,4.07,1,Medium,Car
Dublin 12,Dublin 9,08-01-2024 08:52,08-01-2024 09:02,08-01-2024 09:29,08-01-2024 09:23,9.25,1,Low,Bike
Dublin 11,Dublin 1,13-02-2024 15:25,13-02-2024 15:29,13-02-2024 15:37,13-02-2024 15:37,4.7,4,Low,Car
Dublin 8,Dublin 6,15-01-2024 23:11,15-01-2024 23:18,15-01-2024 23:28,15-01-2024 23:28,3.24,3,Medium,Car
Dublin 11,Dublin 8,28-02-2024 04:58,28-02-2024 05:02,28-02-2024 05:19,28-02-2024 05:19,6.07,6,Low,Van
Dublin 6,Dublin 4,21-01-2024 04:49,21-01-2024 04:53,21-01-2024 05:02,21-01-2024 05:01,3.75,4,Medium,Bike
Dublin 8,Dublin 6,10-02-2024 23:35,10-02-2024 23:47,10-02-2024 23:51,10-02-2024 23:51,1.88,4,Medium,Bike
Dublin 9,Dublin 14,01-02-2024 12:58,01-02-2024 13:07,01-02-2024 13:24,01-02-2024 13:23,9.18,5,Low,Van
Dublin 8,Dublin 9,25-02-2024 04:12,25-02-2024 04:22,25-02-2024 04:38,25-02-2024 04:37,4.65,4,Medium,Bike
Dublin 2,Dublin 4,08-01-2024 14:36,08-01-2024 14:39,08-01-2024 14:43,08-01-2024 14:43,2.06,4,Medium,Van
Dublin 14,Dublin 15,17-02-2024 15:17,17-02-2024 15:21,17-02-2024 16:08,17-02-2024 16:07,13.95,3,Medium,Bike
Dublin 12,Dublin 14,12-01-2024 05:01,12-01-2024 05:06,12-01-2024 05:15,12-01-2024 05:15,5.93,5,Low,Car
Dublin 12,Dublin 1,07-02-2024 21:15,07-02-2024 21:23,07-02-2024 21:42,07-02-2024 21:40,5.4,4,High,Van
Dublin 4,Dublin 8,24-01-2024 10:07,24-01-2024 10:22,24-01-2024 10:37,24-01-2024 10:37,5.05,3,Medium,Car
Dublin 12,Dublin 9,29-02-2024 20:52,29-02-2024 21:02,29-02-2024 21:49,29-02-2024 21:54,9.95,5,High,Bike
Dublin 2,Dublin 9,08-02-2024 03:03,08-02-2024 03:16,08-02-2024 03:30,08-02-2024 03:29,5.38,5,Medium,Bike
Dublin 1,Dublin 4,28-01-2024 12:02,28-01-2024 12:05,28-01-2024 12:17,28-01-2024 12:17,3.86,4,Medium,Car
Dublin 11,Dublin 6,22-02-2024 09:18,22-02-2024 09:23,22-02-2024 09:48,22-02-2024 09:45,7.43,3,High,Bike
Dublin 6,Dublin 2,02-01-2024 11:26,02-01-2024 11:39,02-01-2024 11:45,02-01-2024 11:45,1.69,3,Medium,Bike
Dublin 9,Dublin 14,13-02-2024 16:20,13-02-2024 16:23,13-02-2024 16:44,13-02-2024 16:41,9.07,1,Medium,Car
Dublin 12,Dublin 9,04-01-2024 11:17,04-01-2024 11:31,04-01-2024 11:48,04-01-2024 11:47,9.4,1,Low,Car
Dublin 11,Dublin 8,18-01-2024 02:31,18-01-2024 02:33,18-01-2024 02:52,18-01-2024 02:51,5.75,3,Medium,Car
Dublin 12,Dublin 4,17-02-2024 07:51,17-02-2024 08:05,17-02-2024 08:25,17-02-2024 08:24,7.45,0,Medium,Car
Dublin 11,Dublin 8,22-02-2024 03:14,22-02-2024 03:22,22-02-2024 03:32,22-02-2024 03:33,5.31,4,Low,Van
Dublin 15,Dublin 1,27-02-2024 17:47,27-02-2024 17:49,27-02-2024 18:18,27-02-2024 18:16,10.58,1,Medium,Car
Dublin 8,Dublin 6,23-01-2024 03:35,23-01-2024 03:41,23-01-2024 03:47,23-01-2024 03:46,1.89,7,Medium,Bike
Dublin 1,Dublin 4,07-01-2024 23:47,08-01-2024 00:02,08-01-2024 00:14,08-01-2024 00:14,4.58,6,Low,Van
Dublin 14,Dublin 12,01-01-2024 19:43,01-01-2024 19:54,01-01-2024 20:12,01-01-2024 20:13,6.03,3,Low,Car
Dublin 4,Dublin 1,03-02-2024 00:07,03-02-2024 00:11,03-02-2024 00:21,03-02-2024 00:21,3.77,2,Low,Car
Dublin 6,Dublin 15,03-02-2024 01:02,03-02-2024 01:09,03-02-2024 02:06,03-02-2024 02:10,11.67,5,High,Car
Dublin 1,Dublin 8,08-02-2024 23:42,08-02-2024 23:49,08-02-2024 23:55,08-02-2024 23:55,3.07,1,Low,Van
Dublin 1,Dublin 2,27-01-2024 08:47,27-01-2024 08:55,27-01-2024 09:00,27-01-2024 09:00,1.17,3,High,Van
Dublin 9,Dublin 15,26-02-2024 04:58,26-02-2024 05:10,26-02-2024 05:37,26-02-2024 05:38,10.18,2,Low,Car
Dublin 15,Dublin 1,06-02-2024 00:42,06-02-2024 00:49,06-02-2024 01:13,06-02-2024 01:11,10.52,5,Medium,Car
Dublin 14,Dublin 9,12-02-2024 09:21,12-02-2024 09:33,12-02-2024 10:07,12-02-2024 10:05,9.13,1,Medium,Car
Dublin 6,Dublin 2,08-02-2024 23:48,08-02-2024 23:49,08-02-2024 23:52,08-02-2024 23:52,2.11,5,Low,Bike
Dublin 8,Dublin 9,02-01-2024 18:06,02-01-2024 18:13,02-01-2024 18:28,02-01-2024 18:28,5.73,6,High,Bike
Dublin 12,Dublin 1,02-02-2024 03:25,02-02-2024 03:28,02-02-2024 03:50,02-02-2024 03:50,5.53,3,High,Bike
Dublin 11,Dublin 15,24-01-2024 17:46,24-01-2024 17:59,24-01-2024 18:13,24-01-2024 18:13,6.23,0,Medium,Car
Dublin 8,Dublin 11,19-02-2024 04:47,19-02-2024 04:54,19-02-2024 05:10,19-02-2024 05:12,5.58,5,Medium,Car
Dublin 8,Dublin 11,26-02-2024 05:21,26-02-2024 05:35,26-02-2024 06:01,26-02-2024 06:04,6.46,4,High,Car
Dublin 8,Dublin 1,02-01-2024 21:53,02-01-2024 21:54,02-01-2024 21:57,02-01-2024 21:57,1.14,4,High,Van
Dublin 2,Dublin 6,10-02-2024 17:03,10-02-2024 17:08,10-02-2024 17:14,10-02-2024 17:14,3.05,4,Low,Car
Dublin 2,Dublin 1,13-02-2024 13:00,13-02-2024 13:04,13-02-2024 13:09,13-02-2024 13:09,1.49,3,Medium,Van
Dublin 4,Dublin 9,19-02-2024 16:25,19-02-2024 16:37,19-02-2024 16:48,19-02-2024 16:47,5.31,2,Low,Car
Dublin 4,Dublin 6,22-01-2024 18:02,22-01-2024 18:07,22-01-2024 18:19,22-01-2024 18:20,3.38,6,Medium,Bike
Dublin 12,Dublin 11,03-02-2024 22:15,03-02-2024 22:23,03-02-2024 22:45,03-02-2024 22:45,8.12,2,Medium,Van
Dublin 2,Dublin 1,29-02-2024 15:12,29-02-2024 15:13,29-02-2024 15:16,29-02-2024 15:17,1.91,5,Low,Car
Dublin 2,Dublin 14,05-02-2024 00:46,05-02-2024 00:49,05-02-2024 01:02,05-02-2024 01:04,4.37,1,Medium,Car
Dublin 6,Dublin 15,20-01-2024 22:12,20-01-2024 22:23,20-01-2024 22:53,20-01-2024 22:58,11.4,2,High,Car
Dublin 15,Dublin 2,27-01-2024 06:58,27-01-2024 06:59,27-01-2024 07:17,27-01-2024 07:17,11.75,5,Low,Car
Dublin 11,Dublin 6,09-01-2024 04:17,09-01-2024 04:23,09-01-2024 04:53,09-01-2024 04:52,7.91,3,High,Bike
Dublin 14,Dublin 1,29-02-2024 08:39,29-02-2024 08:40,29-02-2024 08:57,29-02-2024 08:55,5.88,0,Medium,Car
Dublin 12,Dublin 9,10-01-2024 07:12,10-01-2024 07:24,10-01-2024 07:43,10-01-2024 07:44,9.45,3,Low,Car
Dublin 14,Dublin 4,18-01-2024 20:41,18-01-2024 20:49,18-01-2024 20:56,18-01-2024 20:56,3.95,3,Low,Bike
Dublin 8,Dublin 11,19-02-2024 02:53,19-02-2024 03:08,19-02-2024 03:27,19-02-2024 03:27,5.04,2,Medium,Car
Dublin 14,Dublin 2,23-01-2024 14:14,23-01-2024 14:23,23-01-2024 14:33,23-01-2024 14:35,5.2,3,Medium,Car
Dublin 2,Dublin 14,29-01-2024 10:22,29-01-2024 10:25,29-01-2024 10:40,29-01-2024 10:41,4.56,2,Medium,Car
Dublin 8,Dublin 9,11-02-2024 14:50,11-02-2024 14:51,11-02-2024 14:58,11-02-2024 14:59,4.52,7,Low,Van
Dublin 12,Dublin 6,22-01-2024 03:15,22-01-2024 03:29,22-01-2024 03:42,22-01-2024 03:39,4.11,6,High,Bike
Dublin 11,Dublin 9,18-01-2024 20:43,18-01-2024 20:50,18-01-2024 21:00,18-01-2024 21:00,4.36,3,Low,Car
Dublin 15,Dublin 12,08-01-2024 21:08,08-01-2024 21:11,08-01-2024 21:40,08-01-2024 21:35,9.3,5,Medium,Car
Dublin 14,Dublin 4,05-02-2024 15:44,05-02-2024 15:47,05-02-2024 15:56,05-02-2024 15:56,3.44,3,Medium,Bike
Dublin 15,Dublin 1,09-02-2024 20:41,09-02-2024 20:53,09-02-2024 21:22,09-02-2024 21:22,10.61,7,Low,Car
Dublin 11,Dublin 1,25-02-2024 22:08,25-02-2024 22:14,25-02-2024 22:22,25-02-2024 22:21,3.91,3,Medium,Bike
Dublin 14,Dublin 4,20-02-2024 10:55,20-02-2024 11:05,20-02-2024 11:16,20-02-2024 11:19,4.03,5,Low,Bike
Dublin 12,Dublin 9,16-02-2024 02:04,16-02-2024 02:11,16-02-2024 02:35,16-02-2024 02:36,8.52,3,Medium,Van
Dublin 1,Dublin 15,15-02-2024 05:04,15-02-2024 05:10,15-02-2024 05:34,15-02-2024 05:35,9.59,6,Low,Bike
Dublin 2,Dublin 8,22-02-2024 23:12,22-02-2024 23:26,22-02-2024 23:41,22-02-2024 23:43,3.34,2,High,Car
Dublin 11,Dublin 15,09-01-2024 22:19,09-01-2024 22:28,09-01-2024 22:48,09-01-2024 22:52,5.8,3,Medium,Car
Dublin 11,Dublin 14,09-02-2024 15:40,09-02-2024 15:44,09-02-2024 16:07,09-02-2024 16:05,10.26,2,Low,Bike
Dublin 15,Dublin 11,26-01-2024 19:09,26-01-2024 19:20,26-01-2024 19:40,26-01-2024 19:41,6,1,Medium,Car
Dublin 15,Dublin 4,01-02-2024 03:05,01-02-2024 03:18,01-02-2024 03:47,01-02-2024 03:51,12.97,0,Medium,Bike
Dublin 6,Dublin 9,19-02-2024 00:04,19-02-2024 00:05,19-02-2024 00:22,19-02-2024 00:21,7.27,2,Medium,Car
Dublin 9,Dublin 11,27-02-2024 08:22,27-02-2024 08:26,27-02-2024 08:35,27-02-2024 08:35,3.68,2,Low,Bike
Dublin 1,Dublin 14,17-02-2024 11:00,17-02-2024 11:06,17-02-2024 11:31,17-02-2024 11:32,6.42,1,High,Car
Dublin 14,Dublin 6,09-01-2024 02:39,09-01-2024 02:54,09-01-2024 03:01,09-01-2024 03:02,3.35,2,Medium,Bike
Dublin 4,Dublin 12,10-02-2024 14:37,10-02-2024 14:46,10-02-2024 15:08,10-02-2024 15:08,7.4,3,Medium,Car
Dublin 6,Dublin 4,16-02-2024 00:30,16-02-2024 00:32,16-02-2024 00:50,16-02-2024 00:48,3.87,0,High,Car
Dublin 2,Dublin 12,11-02-2024 11:13,11-02-2024 11:24,11-02-2024 11:39,11-02-2024 11:40,5.09,5,Low,Bike
Dublin 4,Dublin 1,15-02-2024 01:33,15-02-2024 01:47,15-02-2024 01:56,15-02-2024 01:58,3.28,2,Low,Bike
Dublin 12,Dublin 8,10-01-2024 22:26,10-01-2024 22:34,10-01-2024 22:47,10-01-2024 22:47,3.45,3,Medium,Bike
Dublin 14,Dublin 1,02-01-2024 23:15,02-01-2024 23:28,02-01-2024 23:38,02-01-2024 23:38,5.68,1,Low,Van
Dublin 2,Dublin 6,23-01-2024 01:39,23-01-2024 01:40,23-01-2024 01:45,23-01-2024 01:46,1.73,2,High,Bike
Dublin 2,Dublin 8,20-02-2024 04:08,20-02-2024 04:18,20-02-2024 04:20,20-02-2024 04:20,1.51,1,Low,Bike
Dublin 6,Dublin 15,16-01-2024 01:09,16-01-2024 01:11,16-01-2024 01:41,16-01-2024 01:38,12.5,5,Medium,Van
Dublin 2,Dublin 15,14-01-2024 23:40,14-01-2024 23:48,15-01-2024 00:11,15-01-2024 00:11,11.3,5,Medium,Bike
Dublin 6,Dublin 12,08-02-2024 14:36,08-02-2024 14:41,08-02-2024 14:56,08-02-2024 14:56,4.15,4,Medium,Car
Dublin 8,Dublin 11,21-02-2024 09:15,21-02-2024 09:25,21-02-2024 09:45,21-02-2024 09:47,5.32,7,High,Car
Dublin 14,Dublin 6,20-01-2024 02:47,20-01-2024 03:02,20-01-2024 03:11,20-01-2024 03:11,2.9,4,Medium,Car
Dublin 8,Dublin 12,05-01-2024 09:12,05-01-2024 09:27,05-01-2024 09:36,05-01-2024 09:36,3.61,1,High,Bike
Dublin 14,Dublin 12,12-01-2024 03:18,12-01-2024 03:28,12-01-2024 03:40,12-01-2024 03:40,6.64,1,Low,Car
Dublin 14,Dublin 6,21-01-2024 14:40,21-01-2024 14:49,21-01-2024 14:57,21-01-2024 14:56,2.73,4,High,Bike
Dublin 11,Dublin 2,21-02-2024 21:40,21-02-2024 21:48,21-02-2024 22:02,21-02-2024 22:01,6.67,2,Medium,Car
Dublin 14,Dublin 2,13-01-2024 16:15,13-01-2024 16:22,13-01-2024 16:31,13-01-2024 16:31,4.1,4,Medium,Car
Dublin 11,Dublin 15,21-02-2024 21:36,21-02-2024 21:50,21-02-2024 22:04,21-02-2024 22:03,7.79,1,Low,Car
Dublin 12,Dublin 1,16-02-2024 01:25,16-02-2024 01:38,16-02-2024 01:51,16-02-2024 01:53,5.79,5,Medium,Bike
Dublin 12,Dublin 8,19-02-2024 09:31,19-02-2024 09:43,19-02-2024 09:50,19-02-2024 09:50,3.41,3,Medium,Car
Dublin 9,Dublin 15,12-02-2024 13:34,12-02-2024 13:42,12-02-2024 14:12,12-02-2024 14:09,9.19,4,Medium,Car
Dublin 14,Dublin 1,04-01-2024 21:42,04-01-2024 21:57,04-01-2024 22:17,04-01-2024 22:18,5.33,3,Medium,Van
Dublin 14,Dublin 4,18-01-2024 19:44,18-01-2024 19:55,18-01-2024 20:02,18-01-2024 20:02,3.41,5,Medium,Bike
Dublin 6,Dublin 15,23-01-2024 01:40,23-01-2024 01:45,23-01-2024 02:22,23-01-2024 02:18,12.08,2,Medium,Bike
Dublin 4,Dublin 11,15-02-2024 17:33,15-02-2024 17:42,15-02-2024 18:01,15-02-2024 18:01,8.65,3,Medium,Car
Dublin 12,Dublin 6,29-02-2024 00:31,29-02-2024 00:45,29-02-2024 00:55,29-02-2024 00:55,4.77,1,Medium,Bike
Dublin 11,Dublin 1,03-02-2024 01:07,03-02-2024 01:10,03-02-2024 01:22,03-02-2024 01:22,5.65,3,Low,Van
Dublin 6,Dublin 4,07-01-2024 09:43,07-01-2024 09:47,07-01-2024 09:53,07-01-2024 09:54,3.39,3,Low,Car
Dublin 12,Dublin 14,23-02-2024 11:18,23-02-2024 11:21,23-02-2024 11:36,23-02-2024 11:36,5.89,1,Medium,Van
Dublin 4,Dublin 15,01-03-2024 02:15,01-03-2024 02:29,01-03-2024 02:59,01-03-2024 02:57,13.45,3,Medium,Van
Dublin 12,Dublin 11,26-02-2024 15:07,26-02-2024 15:20,26-02-2024 15:36,26-02-2024 15:38,8.26,2,Low,Car
Dublin 12,Dublin 1,10-02-2024 06:13,10-02-2024 06:23,10-02-2024 06:38,10-02-2024 06:37,6.61,3,Medium,Van
Dublin 15,Dublin 1,08-02-2024 07:53,08-02-2024 07:56,08-02-2024 08:14,08-02-2024 08:16,10.07,7,Low,Bike
Dublin 8,Dublin 6,29-01-2024 05:41,29-01-2024 05:46,29-01-2024 05:52,29-01-2024 05:52,2.34,2,Medium,Car
Dublin 12,Dublin 1,28-02-2024 10:05,28-02-2024 10:14,28-02-2024 10:35,28-02-2024 10:37,5.24,2,High,Car
Dublin 12,Dublin 2,11-01-2024 12:14,11-01-2024 12:26,11-01-2024 12:36,11-01-2024 12:36,4.7,5,Medium,Bike
Dublin 14,Dublin 9,23-02-2024 15:34,23-02-2024 15:41,23-02-2024 16:05,23-02-2024 16:07,9.54,2,Low,Bike
Dublin 1,Dublin 15,24-01-2024 03:28,24-01-2024 03:30,24-01-2024 04:04,24-01-2024 04:10,10.07,3,Medium,Car
Dublin 11,Dublin 12,17-01-2024 13:56,17-01-2024 14:01,17-01-2024 14:17,17-01-2024 14:15,8.62,4,Low,Bike
Dublin 12,Dublin 1,08-01-2024 22:07,08-01-2024 22:22,08-01-2024 22:43,08-01-2024 22:44,6.07,5,Medium,Bike
Dublin 11,Dublin 12,06-01-2024 23:08,06-01-2024 23:10,06-01-2024 23:28,06-01-2024 23:28,7.32,1,Medium,Car
Dublin 2,Dublin 12,11-01-2024 10:55,11-01-2024 10:56,11-01-2024 11:06,11-01-2024 11:05,4.52,1,Low,Car
Dublin 15,Dublin 4,05-01-2024 10:27,05-01-2024 10:35,05-01-2024 11:11,05-01-2024 11:16,13.4,4,High,Van
Dublin 14,Dublin 1,14-01-2024 23:21,14-01-2024 23:24,14-01-2024 23:41,14-01-2024 23:41,6.29,3,Low,Car
Dublin 11,Dublin 1,29-01-2024 20:09,29-01-2024 20:10,29-01-2024 20:20,29-01-2024 20:21,4.56,2,Low,Bike
Dublin 2,Dublin 12,22-01-2024 23:44,22-01-2024 23:49,22-01-2024 23:57,22-01-2024 23:57,5.01,2,Low,Van
Dublin 8,Dublin 2,26-01-2024 17:06,26-01-2024 17:13,26-01-2024 17:19,26-01-2024 17:18,1.47,2,High,Bike
Dublin 2,Dublin 4,23-01-2024 20:17,23-01-2024 20:31,23-01-2024 20:33,23-01-2024 20:33,1.43,4,Low,Bike
Dublin 2,Dublin 11,28-01-2024 19:03,28-01-2024 19:15,28-01-2024 19:32,28-01-2024 19:30,5.86,3,Medium,Car
Dublin 6,Dublin 1,19-01-2024 05:02,19-01-2024 05:09,19-01-2024 05:17,19-01-2024 05:17,4.19,2,Low,Car
Dublin 14,Dublin 11,31-01-2024 14:57,31-01-2024 14:58,31-01-2024 15:14,31-01-2024 15:13,10.03,4,Low,Bike
Dublin 9,Dublin 4,30-01-2024 04:39,30-01-2024 04:53,30-01-2024 05:12,30-01-2024 05:13,5.13,3,Medium,Car
Dublin 11,Dublin 9,22-01-2024 08:38,22-01-2024 08:45,22-01-2024 08:54,22-01-2024 08:54,3.2,1,Low,Bike
Dublin 11,Dublin 15,09-02-2024 04:48,09-02-2024 05:02,09-02-2024 05:21,09-02-2024 05:19,6.79,3,High,Car
Dublin 14,Dublin 2,20-01-2024 06:18,20-01-2024 06:23,20-01-2024 06:30,20-01-2024 06:30,4.35,2,Low,Bike
Dublin 8,Dublin 14,09-02-2024 18:20,09-02-2024 18:25,09-02-2024 18:42,09-02-2024 18:40,4.57,3,Medium,Van
Dublin 6,Dublin 9,03-01-2024 13:32,03-01-2024 13:42,03-01-2024 13:56,03-01-2024 13:56,6.1,3,Low,Van
Dublin 2,Dublin 14,26-01-2024 13:44,26-01-2024 13:45,26-01-2024 14:02,26-01-2024 14:01,4.71,3,High,Bike
Dublin 4,Dublin 15,24-01-2024 18:30,24-01-2024 18:41,24-01-2024 19:21,24-01-2024 19:28,13.9,4,Medium,Car
Dublin 6,Dublin 4,11-02-2024 19:37,11-02-2024 19:39,11-02-2024 19:47,11-02-2024 19:47,3.4,5,Low,Car
Dublin 2,Dublin 4,09-02-2024 09:44,09-02-2024 09:57,09-02-2024 10:02,09-02-2024 10:02,1.83,2,High,Bike
Dublin 6,Dublin 14,25-01-2024 11:30,25-01-2024 11:43,25-01-2024 11:52,25-01-2024 11:53,2.47,4,Medium,Car
Dublin 2,Dublin 15,15-01-2024 17:39,15-01-2024 17:50,15-01-2024 18:21,15-01-2024 18:24,10.7,7,Low,Car
Dublin 11,Dublin 6,23-01-2024 02:23,23-01-2024 02:33,23-01-2024 02:48,23-01-2024 02:46,7.42,5,Medium,Car
Dublin 11,Dublin 4,30-01-2024 06:18,30-01-2024 06:28,30-01-2024 07:04,30-01-2024 07:05,7.94,4,High,Car
Dublin 9,Dublin 12,12-01-2024 05:32,12-01-2024 05:34,12-01-2024 05:58,12-01-2024 06:01,8.84,2,High,Car
Dublin 8,Dublin 15,11-01-2024 04:14,11-01-2024 04:17,11-01-2024 04:38,11-01-2024 04:35,9.39,3,Medium,Car
Dublin 1,Dublin 11,17-01-2024 02:20,17-01-2024 02:34,17-01-2024 02:43,17-01-2024 02:42,4.63,3,Low,Car
Dublin 15,Dublin 4,25-01-2024 18:00,25-01-2024 18:06,25-01-2024 18:35,25-01-2024 18:35,14.33,2,Low,Bike
Dublin 12,Dublin 11,12-01-2024 11:16,12-01-2024 11:27,12-01-2024 11:50,12-01-2024 11:49,8.65,4,Medium,Car
Dublin 2,Dublin 12,14-01-2024 03:14,14-01-2024 03:24,14-01-2024 03:40,14-01-2024 03:39,5.83,3,High,Bike
Dublin 9,Dublin 15,12-01-2024 12:24,12-01-2024 12:28,12-01-2024 12:56,12-01-2024 12:53,9.81,5,Medium,Bike
